age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,Income over 50k? 0=no 1=yes
23,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,0
23,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,0
52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
20,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,0
20,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,20,0
23,Local-gov,HS-grad,Never-married,Other-service,Own-child,White,Female,45,0
30,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,65,0
45,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,48,1
30,Private,Prof-school,Widowed,Other-service,Not-in-family,White,Male,35,0
17,Private,9th,Never-married,Other-service,Own-child,White,Female,20,0
22,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,40,0
25,Private,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Male,40,0
40,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,40,1
58,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,0
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
29,Private,Some-college,Never-married,Other-service,Not-in-family,Black,Female,30,0
26,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,40,0
39,Local-gov,Bachelors,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,10,0
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
22,Private,Some-college,Never-married,Sales,Own-child,White,Male,24,0
25,Private,Some-college,Married-civ-spouse,Craft-repair,Own-child,White,Male,40,0
44,Private,Some-college,Separated,Prof-specialty,Unmarried,Black,Female,40,0
35,Private,HS-grad,Divorced,Sales,Own-child,White,Female,40,0
40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
19,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,20,0
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,1
32,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,0
52,Self-emp-not-inc,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,65,0
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,41,0
38,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Female,40,0
57,State-gov,Bachelors,Divorced,Machine-op-inspct,Not-in-family,Black,Male,39,0
22,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,15,0
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,35,0
40,Private,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,36,0
36,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,0
27,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,0
52,Private,HS-grad,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,50,0
43,Private,HS-grad,Separated,Transport-moving,Unmarried,White,Female,44,0
35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
29,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Black,Male,40,0
27,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
49,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
26,Self-emp-not-inc,Some-college,Separated,Craft-repair,Not-in-family,White,Male,30,0
47,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,32,0
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,0
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,0
20,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,0
23,Private,11th,Separated,Prof-specialty,Own-child,White,Male,35,0
25,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,0
21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,36,0
25,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
63,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,32,0
25,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,50,0
28,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,40,0
39,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,60,1
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
41,Local-gov,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,40,0
27,Private,9th,Never-married,Other-service,Own-child,White,Male,50,0
32,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,40,0
50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,70,0
21,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,30,0
60,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,37,0
47,Private,11th,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,36,0
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,1
32,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,50,0
61,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,0
36,Local-gov,HS-grad,Never-married,Other-service,Unmarried,Black,Female,70,0
38,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,20,0
59,Private,10th,Widowed,Machine-op-inspct,Not-in-family,White,Male,52,0
43,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
19,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Male,10,0
33,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,0
28,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,0
61,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,43,0
23,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,60,0
31,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
38,Self-emp-not-inc,11th,Divorced,Exec-managerial,Not-in-family,White,Male,55,0
21,Private,9th,Never-married,Handlers-cleaners,Other-relative,White,Male,40,0
22,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,50,0
53,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,1
40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,24,1
36,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,1
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,65,0
23,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,50,0
31,Private,HS-grad,Never-married,Sales,Other-relative,White,Male,48,0
26,Self-emp-not-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,40,0
32,Private,Bachelors,Divorced,Protective-serv,Not-in-family,Black,Male,60,1
43,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45,1
19,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,50,0
46,Private,11th,Divorced,Handlers-cleaners,Unmarried,Black,Female,40,0
49,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
31,Private,10th,Never-married,Other-service,Not-in-family,White,Female,40,0
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
41,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0
22,Private,Some-college,Never-married,Other-service,Own-child,White,Female,15,0
46,Private,Prof-school,Separated,Prof-specialty,Not-in-family,White,Male,50,1
44,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
25,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
34,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
29,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,0
60,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
36,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,0
27,Private,Masters,Never-married,Sales,Own-child,White,Female,40,0
57,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,48,0
24,Private,1st-4th,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,5,0
63,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,22,0
29,Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
27,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,0
31,Private,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female,40,0
31,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
64,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,99,0
20,Private,HS-grad,Never-married,Sales,Other-relative,Black,Female,35,0
35,Private,11th,Divorced,Transport-moving,Not-in-family,White,Male,50,0
41,Local-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,40,0
38,Private,Some-college,Divorced,Exec-managerial,Own-child,Black,Female,40,0
21,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
64,State-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1
31,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
42,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,50,0
35,Private,Assoc-acdm,Married-civ-spouse,Other-service,Wife,White,Female,35,1
36,Federal-gov,Some-college,Divorced,Exec-managerial,Unmarried,Black,Female,40,1
23,Private,12th,Never-married,Machine-op-inspct,Other-relative,White,Male,30,0
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,14,0
26,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,40,0
40,Private,Assoc-acdm,Divorced,Other-service,Not-in-family,White,Female,40,0
19,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,24,0
33,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,0
45,Federal-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
29,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,0
46,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,1
48,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,45,0
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,0
29,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40,0
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
59,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,30,0
27,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Male,40,0
43,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,1
70,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,0
30,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,45,0
24,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
76,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,15,0
25,Private,HS-grad,Separated,Craft-repair,Own-child,White,Male,40,0
39,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,56,0
36,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,40,0
23,Private,12th,Never-married,Machine-op-inspct,Own-child,White,Female,40,0
60,Private,7th-8th,Divorced,Machine-op-inspct,Unmarried,White,Female,40,0
54,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,1
20,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,40,0
22,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,0
24,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,20,0
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
23,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,55,0
17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,16,0
43,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,0
30,Private,Prof-school,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,40,0
38,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,40,1
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,45,0
39,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Female,52,0
22,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,0
34,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,1
18,Private,10th,Never-married,Priv-house-serv,Own-child,Black,Female,20,0
20,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,25,0
53,Federal-gov,HS-grad,Divorced,Tech-support,Unmarried,White,Male,40,0
32,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
68,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,30,0
28,Private,Some-college,Separated,Other-service,Unmarried,White,Female,15,0
28,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
54,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,56,1
52,Private,Bachelors,Separated,Exec-managerial,Unmarried,White,Female,40,0
25,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
30,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,1
33,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,32,0
49,Private,Bachelors,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,40,0
58,Private,7th-8th,Widowed,Other-service,Not-in-family,Other,Female,30,0
45,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,24,1
42,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,50,0
69,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,1
61,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,0
34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
28,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0
19,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,34,0
31,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
32,Federal-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
53,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,60,0
46,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,37,0
59,Private,7th-8th,Divorced,Transport-moving,Not-in-family,White,Male,40,0
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,38,0
40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
63,Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,0
46,Private,Some-college,Divorced,Sales,Unmarried,White,Female,40,0
22,Private,10th,Never-married,Machine-op-inspct,Unmarried,White,Male,40,0
57,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
58,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,25,0
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0
29,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,0
42,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,55,1
43,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,17,0
46,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
43,Local-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,12,0
40,Private,Assoc-acdm,Divorced,Transport-moving,Unmarried,White,Female,40,0
43,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
48,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,32,0
26,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,28,0
30,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,0
43,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,Black,Male,40,0
53,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40,0
74,State-gov,Some-college,Separated,Sales,Not-in-family,White,Male,16,0
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
32,State-gov,5th-6th,Never-married,Machine-op-inspct,Own-child,White,Female,10,0
38,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,40,1
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,1
63,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,35,0
25,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,35,0
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,0
28,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
31,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,0
44,Private,Bachelors,Divorced,Sales,Unmarried,White,Male,44,1
42,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,1
45,Private,Doctorate,Separated,Exec-managerial,Unmarried,White,Male,40,1
52,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,60,0
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
26,Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,0
55,Private,Bachelors,Separated,Craft-repair,Not-in-family,White,Male,40,0
17,Private,10th,Never-married,Other-service,Own-child,White,Female,14,0
27,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,0
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0
17,Private,10th,Never-married,Other-service,Own-child,White,Male,16,0
26,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,52,1
22,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,35,0
51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
41,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,1
50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
26,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,0
21,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Female,40,0
53,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
32,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,20,0
22,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,35,0
47,Federal-gov,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,60,1
51,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
42,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,1
28,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,0
29,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,35,0
50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
22,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,30,0
47,Self-emp-not-inc,Some-college,Divorced,Other-service,Not-in-family,White,Female,45,0
60,Private,Some-college,Widowed,Sales,Unmarried,White,Female,27,0
58,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
62,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,40,0
47,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
59,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,0
41,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,40,0
31,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,37,0
18,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,0
64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,65,0
47,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,35,0
68,Private,Bachelors,Widowed,Sales,Not-in-family,White,Male,35,1
32,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Other,Female,40,0
39,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,43,0
37,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,48,0
29,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40,0
44,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Other,Male,40,0
46,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
40,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
52,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
61,Private,9th,Divorced,Other-service,Not-in-family,White,Male,40,0
30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0
61,Self-emp-not-inc,11th,Married-civ-spouse,Other-service,Husband,White,Male,40,0
33,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,84,1
32,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,1
32,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
32,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Other-relative,White,Male,35,1
37,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,40,0
53,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0
51,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,1
29,Private,Assoc-voc,Never-married,Sales,Not-in-family,Black,Male,45,0
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
28,Private,Masters,Never-married,Tech-support,Not-in-family,White,Female,40,0
55,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,40,1
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20,0
60,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
38,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,40,0
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,10,0
18,Private,11th,Never-married,Craft-repair,Own-child,White,Male,25,0
33,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,0
33,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,40,0
29,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,45,0
37,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,0
50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1
23,Private,Some-college,Never-married,Other-service,Own-child,White,Female,35,0
47,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
21,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,35,0
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,12,0
47,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,1
36,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
65,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
50,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
20,Private,Some-college,Never-married,Sales,Own-child,White,Female,6,0
17,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,16,0
53,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0
47,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,1
62,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,35,0
35,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Male,40,0
27,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,43,0
23,Private,HS-grad,Never-married,Tech-support,Own-child,White,Male,50,0
39,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,40,0
25,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,38,0
24,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Female,20,0
23,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,0
29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,1
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,38,0
34,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,45,0
32,Private,10th,Separated,Craft-repair,Unmarried,White,Female,40,0
20,Private,Assoc-voc,Never-married,Sales,Not-in-family,Black,Female,35,0
38,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
18,Private,12th,Never-married,Other-service,Own-child,White,Female,20,0
41,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
21,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,50,0
36,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,48,1
61,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,30,0
30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,0
26,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
27,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,40,1
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,1
47,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,38,0
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,10,0
29,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,55,0
51,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,1
34,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,0
26,Private,5th-6th,Never-married,Farming-fishing,Other-relative,Black,Male,40,0
20,State-gov,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,15,0
43,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,50,1
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20,0
27,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0
46,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
